full_date,date_key,day,month,quarter,year,month_name,day_name,is_weekend
2024-11-05,517,5,11,4,2024,November,Tuesday,False
2024-11-06,518,6,11,4,2024,November,Wednesday,False
2024-11-07,519,7,11,4,2024,November,Thursday,False
2024-11-08,520,8,11,4,2024,November,Friday,False
2024-11-09,521,9,11,4,2024,November,Saturday,True
2024-11-10,522,10,11,4,2024,November,Sunday,True
2024-11-11,523,11,11,4,2024,November,Monday,False
2024-11-13,524,13,11,4,2024,November,Wednesday,False
2024-11-14,525,14,11,4,2024,November,Thursday,False
2024-11-15,526,15,11,4,2024,November,Friday,False
2024-11-16,527,16,11,4,2024,November,Saturday,True
2024-11-17,528,17,11,4,2024,November,Sunday,True
2024-11-18,529,18,11,4,2024,November,Monday,False
2024-11-19,530,19,11,4,2024,November,Tuesday,False
2024-11-20,531,20,11,4,2024,November,Wednesday,False
2024-11-21,532,21,11,4,2024,November,Thursday,False
2024-11-22,533,22,11,4,2024,November,Friday,False
2024-11-24,534,24,11,4,2024,November,Sunday,True
2024-11-26,535,26,11,4,2024,November,Tuesday,False
2024-11-27,536,27,11,4,2024,November,Wednesday,False
2024-11-29,537,29,11,4,2024,November,Friday,False
2024-12-01,538,1,12,4,2024,December,Sunday,True
2024-12-02,539,2,12,4,2024,December,Monday,False
2024-12-03,540,3,12,4,2024,December,Tuesday,False
2024-12-04,541,4,12,4,2024,December,Wednesday,False
2024-12-05,542,5,12,4,2024,December,Thursday,False
2024-12-06,543,6,12,4,2024,December,Friday,False
2024-12-07,544,7,12,4,2024,December,Saturday,True
2024-12-08,545,8,12,4,2024,December,Sunday,True
2024-12-09,546,9,12,4,2024,December,Monday,False
2024-12-11,547,11,12,4,2024,December,Wednesday,False
2024-12-13,548,13,12,4,2024,December,Friday,False
2024-12-14,549,14,12,4,2024,December,Saturday,True
2024-12-15,550,15,12,4,2024,December,Sunday,True
2024-12-17,551,17,12,4,2024,December,Tuesday,False
2024-12-19,552,19,12,4,2024,December,Thursday,False
2024-12-20,553,20,12,4,2024,December,Friday,False
2024-12-21,554,21,12,4,2024,December,Saturday,True
2024-12-23,555,23,12,4,2024,December,Monday,False
2024-12-24,556,24,12,4,2024,December,Tuesday,False
2024-12-25,557,25,12,4,2024,December,Wednesday,False
2024-12-26,558,26,12,4,2024,December,Thursday,False
2024-12-29,559,29,12,4,2024,December,Sunday,True
2024-12-31,560,31,12,4,2024,December,Tuesday,False
